# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.79,2.10396,-0.390473,0.00559333,-0.00184363
0.792,2.11021,-0.389677,0.00568196,0.00320922
0.794,2.10321,-0.393286,0.0034792,0.00247997
0.796,2.11566,-0.401905,0.00571411,0.00206727
0.798,2.12603,-0.39693,0.00892214,-8.44361e-05
0.8,2.1257,-0.387132,0.00496859,0.000533677
0.802,2.12396,-0.382223,0.00502154,0.000137671
0.804,2.13466,-0.391809,0.00674069,0.00293807
0.806,2.13142,-0.379814,0.0024958,0.00394794
0.808,2.14594,-0.386301,0.00656748,-0.00150799
0.81,2.15299,-0.38442,0.0071743,0.00107043
0.812,2.15455,-0.394364,0.00355823,0.00176175
0.814,2.15272,-0.392443,0.00733762,-0.0015148
0.816,2.15745,-0.386111,0.00783749,0.00182927
0.818,2.16133,-0.392615,0.00554799,-0.0016554
0.82,2.16994,-0.396689,0.00566668,0.00132443
0.822,2.17588,-0.392973,0.00799654,-0.000184364
0.824,2.17106,-0.391087,0.00674579,0.000457778
0.826,2.18381,-0.404789,0.00520911,-0.000555643
0.828,2.17646,-0.391033,0.0070809,0.00430789
0.83,2.1877,-0.38786,0.00832149,-0.000267442
0.832,2.18511,-0.396842,0.00297064,0.00131535
0.834,2.20323,-0.402674,0.00428717,0.000664085
0.836,2.20012,-0.41852,0.00933742,0.000348027
0.838,2.20046,-0.408359,0.0051211,0.00121761
0.84,2.21509,-0.401806,0.00692801,0.00360467
0.842,2.2115,-0.412759,0.00444937,-0.00278103
0.844,2.21891,-0.418753,0.00500006,0.00115563
0.846,2.22516,-0.417404,0.00914849,0.00331888
0.848,2.23786,-0.412991,0.00502148,-0.000520181
0.85,2.22448,-0.423445,0.00626661,0.00115132
0.852,2.2393,-0.423547,0.00930443,0.00129632
0.854,2.24515,-0.429894,0.00739874,0.00259244
0.856,2.23594,-0.431779,0.0029019,0.00126572
0.858,2.24401,-0.424336,0.00280043,0.00216449
0.86,2.24576,-0.43261,0.00788675,-7.16415e-05
0.862,2.25043,-0.435137,0.00827128,0.00201776
0.864,2.26259,-0.444477,0.00382235,0.00236365
0.866,2.25834,-0.457147,0.00319138,-0.000716749
0.868,2.27225,-0.4508,0.0076349,0.000206058
0.87,2.27202,-0.462352,0.00868875,-1.64565e-05
0.872,2.26101,-0.458137,0.00346598,-0.000737969
0.874,2.26892,-0.465623,0.00600214,-6.24912e-05
0.876,2.2858,-0.472794,0.00696653,-0.00334575
0.878,2.28599,-0.473478,0.00712822,-0.00247272
0.88,2.28641,-0.473299,0.00430621,0.00236527
0.882,2.28841,-0.47638,0.00568298,0.000386391
0.884,2.2988,-0.492625,0.00744659,-0.00310243
0.886,2.30041,-0.500893,0.00545486,-0.00508213
0.888,2.29864,-0.503894,0.00542657,-0.00137995
0.89,2.30054,-0.503671,0.00641774,-0.00154885
0.892,2.30914,-0.512105,0.00550566,-0.00363155
0.894,2.31176,-0.514762,0.00612262,-0.00173599
0.896,2.29589,-0.51681,0.00602056,-0.000681398
0.898,2.31516,-0.52991,0.00567739,-0.000148777
0.9,2.30887,-0.532102,0.00718069,0.000610394
0.902,2.30152,-0.540579,0.00644611,-0.000258599
0.904,2.31485,-0.545039,0.00469623,-0.000465431
0.906,2.32101,-0.553224,0.000777727,0.00270834
0.908,2.30786,-0.558969,0.00715024,-0.00432204
0.91,2.30697,-0.552151,0.00752653,-0.000872403
0.912,2.32072,-0.563801,0.00685106,-0.000296177
0.914,2.31878,-0.565878,0.00422828,-0.00380448
0.916,2.32402,-0.580388,0.0110162,0.00185834
0.918,2.31776,-0.600834,0.00573246,-0.000925141
0.92,2.31778,-0.597635,0.00511473,9.37058e-05
